title,year,runtime,genre_1,genre_2,director,score,user_ratings,budget,revenue
Dog Day Afternoon,1975,125,Crime,Drama,Sidney Lumet,79,3500,"$1,800,000","$56,665,856"
Perfect Strangers,2016,97,Drama,,Paolo Genovese,79,4680,-,"$32,207,491"
The Greatest Showman,2017,105,Drama,,Michael Gracey,79,10227,"$84,000,000","$459,066,134"
Departures,2008,130,Drama,,Yojiro Takita,79,959,-,"$69,932,387"
The Virgin Spring,1960,90,Drama,History,Ingmar Bergman,78,688,-,"$700,000"
Blackfish,2013,83,Documentary,,Gabriela Cowperthwaite,79,1214,-,"$2,063,312"
A Beautiful Mind,2001,135,Drama,Romance,Ron Howard,79,11371,"$58,000,000","$316,791,257"
Elite Squad: The Enemy Within,2010,115,Drama,Action,José Padilha,79,2107,-,"$63,027,681"
One Week,1920,25,Comedy,,Edward F. Cline,78,340,-,-
On the Waterfront,1954,108,Crime,Drama,Elia Kazan,79,1840,"$910,000","$9,600,631"
Young Woman and the Sea,2024,129,History,Drama,Joachim Rønning,78,460,"$40,000,000","$581,725"
Ron's Gone Wrong,2021,107,Animation,Science Fiction,Sarah Smith,78,2071,"$57,000,000","$60,692,022"
Fargo,1996,98,Crime,Drama,Joel Coen,78,9361,"$7,000,000","$60,611,975"
Isle of Dogs,2018,101,Adventure,Comedy,Wes Anderson,78,5549,"$35,000,000","$72,991,435"
The Wizards Return: Alex vs. Alex,2013,60,Family,Comedy,Victor Gonzalez,78,1092,-,-
Ratatouille,2007,111,Animation,Comedy,Brad Bird,78,18921,"$150,000,000","$623,726,000"
War Room,2015,120,Drama,,Alex Kendrick,78,598,"$3,000,000","$73,267,874"
Ace in the Hole,1951,112,Drama,,Billy Wilder,78,776,"$1,821,052","$1,300,000"
Sword Art Online the Movie - Progressive - Aria of a Starless Night,2021,97,Animation,Action,Ayako Kono,78,343,-,"$14,037,060"
Just Mercy,2019,137,Drama,Crime,Destin Daniel Cretton,78,2546,"$25,000,000","$50,401,502"
Knives Out,2019,131,Comedy,Crime,Rian Johnson,78,14470,"$40,000,000","$312,897,920"
Man with a Movie Camera,1929,68,Documentary,,Dziga Vertov,78,824,-,-
Aparajito,1956,110,Drama,,Satyajit Ray,78,300,-,"$170,215"
Tod@s Caen,2019,120,Comedy,,Ariel Winograd,78,485,-,-
Little Women,2019,135,Drama,Romance,Greta Gerwig,78,6997,"$40,000,000","$332,103,783"
Warrior,2011,140,Drama,Action,Gavin O'Connor,78,5134,"$25,000,000","$23,300,000"
Dances with Wolves,1990,181,Adventure,Drama,Kevin Costner,78,4820,"$22,000,000","$424,208,848"
The Breadwinner,2017,94,Animation,War,Nora Twomey,78,952,-,"$2,790,214"
Vincent,1982,6,Animation,Fantasy,Tim Burton,78,944,"$60,000",-
Kiki's Delivery Service,1989,103,Animation,Family,Hayao Miyazaki,78,4721,"$6,900,000","$4,493,017"
The Wrong Trousers,1993,30,Animation,Comedy,Nick Park,78,1198,"$832,000",-
Dancer in the Dark,2000,140,Drama,Crime,Lars von Trier,78,2064,"$12,500,000","$40,061,153"
Her,2013,126,Romance,Science Fiction,Spike Jonze,78,15617,"$23,000,000","$47,351,251"
The Marquis of Grillo,1981,139,Comedy,,Mario Monicelli,78,502,-,"$7,283,223"
The Nightmare Before Christmas,1993,76,Fantasy,Animation,Henry Selick,78,10563,"$18,000,000","$75,634,409"
Late Shift,2025,92,Drama,,Petra Biondina Volpe,78,321,"$4,600,000","$3,995,267"
Predator: Badlands,2025,107,Action,Science Fiction,Dan Trachtenberg,78,3635,"$105,000,000","$184,500,000"
The Big Lebowski,1998,117,Comedy,Crime,Joel Coen,78,12472,"$15,000,000","$47,010,480"
Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,Adventure,Fantasy,Gore Verbinski,78,22749,"$140,000,000","$655,011,224"
Sherlock: The Abominable Bride,2016,90,Crime,Drama,Douglas Mackinnon,78,2371,-,-
The Plague Dogs,1982,103,Adventure,Animation,Martin Rosen,78,307,"$6,000,000","$423,281"
Joint Security Area,2000,108,Drama,Thriller,Park Chan-wook,78,875,"$12,500,000","$20,300,000"
Fail Safe,1964,112,Thriller,Drama,Sidney Lumet,78,495,-,-
Stand by Me,1986,89,Drama,Adventure,Rob Reiner,78,6734,"$8,000,000","$52,289,686"
The Mitchells vs. the Machines,2021,110,Animation,Adventure,Mike Rianda,78,3487,"$75,000,000",-
Sing 2,2021,110,Animation,Comedy,Garth Jennings,78,4899,"$85,000,000","$408,402,685"
Dogman,2023,115,Action,Drama,Luc Besson,78,1447,-,"$4,082,217"
Charm City Kings,2020,125,Drama,,Ángel Manuel Soto,78,506,-,-
13th,2016,100,Documentary,,Ava DuVernay,78,813,-,-
Shoplifters,2018,120,Drama,Crime,Hirokazu Kore-eda,78,2367,-,-
The Man Who Shot Liberty Valance,1962,123,Western,,John Ford,78,1333,"$3,200,000","$8,000,000"
Snatch,2000,103,Crime,Comedy,Guy Ritchie,78,10258,"$100,000,000","$83,557,872"
Anatomy of a Murder,1959,161,Crime,Drama,Otto Preminger,78,1211,"$2,000,000","$8,000,000"
We Bare Bears: The Movie,2020,69,Animation,Adventure,Daniel Chong,78,867,-,-
No Game No Life: Zero,2017,106,Adventure,Animation,Atsuko Ishizuka,78,456,-,"$6,356,284"
Inner Workings,2016,7,Animation,Family,Leo Matsuda,78,311,-,-
Papillon,1973,151,Crime,Drama,Franklin J. Schaffner,78,2182,"$12,000,000","$53,267,000"
Mortal Kombat II,2026,116,Action,Fantasy,Simon McQuoid,78,2561,"$80,000,000","$129,470,110"
Carlito's Way,1993,144,Crime,Drama,Brian De Palma,78,3578,"$30,000,000","$63,848,322"
Lisbela and the Prisoner,2003,106,Comedy,Romance,Guel Arraes,78,409,-,-
Ivan's Childhood,1962,95,Drama,War,Andrei Tarkovsky,78,857,-,-
Argentina 1985,2022,141,Drama,History,Santiago Mitre,78,770,"$20,000,000","$58,424,000"
The Theory of Everything,2014,123,Drama,Romance,James Marsh,78,11259,"$15,000,000","$123,726,688"
Fantastic Mr. Fox,2009,87,Adventure,Animation,Wes Anderson,78,6310,"$40,000,000","$46,471,023"
Perfect Days,2023,124,Drama,,Wim Wenders,78,2050,"$14,000,000","$24,094,016"
Jodorowsky's Dune,2013,87,Documentary,,Frank Pavich,78,772,-,"$662,736"
A Fistful of Dollars,1964,99,Western,,Sergio Leone,78,4854,"$200,000","$14,500,000"
Feast,2014,6,Animation,Comedy,Patrick Osborne,78,921,-,-
F1,2025,156,Action,Drama,Joseph Kosinski,78,4636,"$300,000,000","$634,142,436"
See You Up There,2017,113,Drama,Crime,Albert Dupontel,78,1382,"$23,000,000","$15,100,000"
The Look of Silence,2014,100,History,Documentary,Joshua Oppenheimer,78,324,-,"$332,710"
3-Iron,2004,88,Drama,Romance,Kim Ki-duk,78,1298,-,"$3,403,957"
Finding Nemo,2003,100,Animation,Family,Andrew Stanton,78,20960,"$94,000,000","$940,335,536"
Logan,2017,137,Action,Drama,James Mangold,78,20819,"$97,000,000","$619,021,436"
The Bridge on the River Kwai,1957,162,Drama,History,David Lean,78,2444,"$2,800,000","$44,908,000"
Thirteen Lives,2022,147,Drama,Thriller,Ron Howard,78,1576,"$55,000,000",-
Friends: The Reunion,2021,104,Documentary,Comedy,Ben Winston,78,1377,-,-
The Cameraman,1928,74,Comedy,Romance,Edward Sedgwick,78,450,-,"$797,000"
Gifted Hands: The Ben Carson Story,2009,86,Drama,,Thomas Carter,78,800,-,-
The Boy in the Striped Pyjamas,2008,94,Drama,War,Mark Herman,78,7823,"$12,500,000","$20,416,563"
Rosemary's Baby,1968,138,Drama,Horror,Roman Polanski,78,4490,"$3,200,000","$33,395,426"
Mr. Smith Goes to Washington,1939,130,Comedy,Drama,Frank Capra,78,1230,"$1,500,000","$9,600,000"
It Happened One Night,1934,105,Comedy,Romance,Frank Capra,78,1450,"$325,000","$4,500,000"
Forgotten Love,2023,140,Drama,Romance,Michał Gazda,78,372,-,-
Finch,2021,116,Science Fiction,Drama,Miguel Sapochnik,78,4187,"$2,500,000",-
Bajrangi Bhaijaan,2015,159,Comedy,Drama,Kabir Khan,78,573,"$13,000,000","$150,000,000"
Evangelion: 2.0 You Can (Not) Advance,2009,112,Animation,Science Fiction,Hideaki Anno,78,1042,"$10,000,000","$44,339,362"
Die Hard,1988,132,Action,Thriller,John McTiernan,78,12623,"$28,000,000","$140,767,956"
Miss Americana,2020,85,Documentary,Music,Lana Wilson,78,654,-,-
Two Women,1960,100,Drama,War,Vittorio De Sica,78,588,-,-
Toy Story 3,2010,103,Animation,Family,Lee Unkrich,78,16200,"$200,000,000","$1,067,316,101"
Kagemusha,1980,180,Action,Drama,Akira Kurosawa,78,765,"$6,000,000","$4,000,000"
Spotlight,2015,129,Drama,History,Tom McCarthy,78,8962,"$20,000,000","$98,690,254"
"Love, Rosie",2014,102,Romance,Drama,Christian Ditter,78,6562,-,"$4,439,431"
Pather Panchali,1955,125,Drama,History,Satyajit Ray,78,505,"$31,500","$536,364"
Paprika,2006,90,Animation,Science Fiction,Satoshi Kon,78,2977,"$2,600,000","$946,590"
Close to the Horizon,2019,117,Romance,Drama,Tim Trachte,78,510,-,-
To Be or Not to Be,1942,99,Comedy,War,Ernst Lubitsch,78,858,"$1,200,000","$1,500,000"
Mishima: A Life in Four Chapters,1985,121,Drama,,Paul Schrader,78,365,"$5,000,000","$502,758"
Sunrise: A Song of Two Humans,1927,94,Drama,Romance,F. W. Murnau,78,926,-,"$1,636,000"
The Working Class Goes to Heaven,1971,113,Drama,,Elio Petri,78,390,-,-
L.A. Confidential,1997,138,Crime,Mystery,Curtis Hanson,78,5721,"$35,000,000","$126,216,940"
Always,2011,108,Romance,Drama,Song Il-gon,78,318,-,"$6,941,450"
Home,2009,95,Documentary,Drama,Yann Arthus-Bertrand,78,572,-,-
Infernal Affairs,2002,101,Drama,Action,Alan Mak Siu-Fai,78,1921,"$6,400,000","$8,836,958"
1900,1976,317,Drama,History,Bernardo Bertolucci,78,693,"$9,000,000",-
I Saw the Devil,2010,144,Thriller,Horror,Kim Jee-woon,78,3146,"$6,000,000","$12,966,357"
The Best Offer,2013,131,Drama,Romance,Giuseppe Tornatore,78,3144,"$13,500,000","$19,255,873"
The Perks of Being a Wallflower,2012,103,Drama,,Stephen Chbosky,78,11431,"$13,000,000","$33,384,127"
Reminders of Him,2026,114,Romance,Drama,Vanessa Caswill,78,416,"$30,000,000","$89,039,780"
The Fool,2014,116,Drama,,Yury Bykov,78,332,"$1,300,005",-
Saint Seiya Heaven Chapter: Overture,2004,83,Animation,Fantasy,Shigeyasu Yamauchi,78,308,-,-
Z,1969,122,Thriller,Crime,Costa-Gavras,78,650,-,"$83,305"
Us Again,2021,7,Animation,Drama,Zach Parrish,78,356,-,-
Midnight Sun,2018,92,Romance,Drama,Scott Speer,78,3575,"$2,800,000","$27,365,467"
World of Tomorrow,2015,17,Animation,Drama,Don Hertzfeldt,78,372,-,-
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,68,Animation,Science Fiction,Kazuhisa Takenouchi,78,542,"$4,000,000","$6,664,789"
The Grapes of Wrath,1940,129,Drama,,John Ford,78,1143,"$800,000","$1,591,000"
Before Sunset,2004,80,Drama,Romance,Richard Linklater,78,3918,"$2,700,000","$15,992,615"
Monty Python and the Holy Grail,1975,91,Adventure,Comedy,Terry Jones,78,6604,"$400,000","$5,763,644"
Harry Potter and the Goblet of Fire,2005,157,Adventure,Fantasy,Mike Newell,78,22610,"$150,000,000","$895,921,036"
Rio Bravo,1959,141,Western,Drama,Howard Hawks,78,1292,"$1,200,000","$5,750,000"
La luna,2012,7,Animation,Family,Enrico Casarosa,78,867,-,-
Let the Bullets Fly,2010,132,Action,Comedy,Jiang Wen,78,361,-,"$104,731,450"
Rocky,1976,120,Drama,,John G. Avildsen,78,8883,"$1,000,000","$117,253,345"
"Spring, Summer, Fall, Winter... and Spring",2003,103,Drama,,Kim Ki-duk,78,1236,-,"$8,945,072"
Mulholland Drive,2001,147,Thriller,Drama,David Lynch,78,7272,"$15,000,000","$20,289,986"
The Dark Knight Rises,2012,165,Action,Crime,Christopher Nolan,78,24913,"$250,000,000","$1,081,041,287"
Presto,2008,5,Animation,Family,Doug Sweetland,78,1103,-,-
The Shadow in My Eye,2021,107,War,Drama,Ole Bornedal,78,569,-,-
Land of Mine,2015,100,War,Drama,Martin Zandvliet,78,1509,"$5,070,773",-
Louis C.K.: Hilarious,2010,84,Comedy,TV Movie,Louis C.K.,78,312,-,-
Into the Wild,2007,148,Adventure,Drama,Sean Penn,78,10329,"$15,000,000","$56,255,142"
A Bag of Marbles,2017,113,War,Drama,Christian Duguay,78,910,"$21,400,000","$10,898,998"
Still Walking,2008,114,Drama,Family,Hirokazu Kore-eda,78,463,-,"$3,511,120"
Scent of a Woman,1992,156,Drama,,Martin Brest,78,4077,"$31,000,000","$134,100,000"
The Ten Commandments,1956,220,Drama,History,Cecil B. DeMille,78,1930,"$13,000,000","$122,700,000"
Raya and the Last Dragon,2021,107,Animation,Action,Carlos López Estrada,78,7431,"$100,000,000","$130,423,032"
Network,1976,122,Drama,,Sidney Lumet,78,2106,"$3,800,000","$23,700,000"
Porco Rosso,1992,93,Animation,Adventure,Hayao Miyazaki,78,3807,"$9,200,000","$44,600,000"
My Life as a Zucchini,2016,66,Animation,Comedy,Claude Barras,78,1551,"$8,000,000","$5,873,256"
Fantozzi: White Collar Blues,1975,108,Comedy,,Luciano Salce,78,894,-,-
Seaspiracy,2021,89,Documentary,Crime,Ali Tabrizi,78,471,-,-
Nine Queens,2000,114,Crime,Thriller,Fabián Bielinsky,78,850,"$1,300,000","$12,413,888"
Ninja Scroll,1993,94,Fantasy,Animation,Yoshiaki Kawajiri,78,775,-,-
Mr. Nobody,2009,141,Science Fiction,Drama,Jaco Van Dormael,78,6357,"$47,000,000","$2,331,721"
The Twilight Samurai,2002,129,Drama,Romance,Yoji Yamada,78,374,"$5,000,000","$7,372,769"
Awakenings,1990,120,Drama,,Penny Marshall,78,2951,"$31,000,000","$52,096,475"
The Wind Rises,2013,126,Animation,Drama,Hayao Miyazaki,78,3471,"$30,000,000","$117,932,401"
Tampopo,1985,115,Comedy,,Jūzō Itami,78,452,"$1,500,000",-
Dune,2021,155,Science Fiction,Adventure,Denis Villeneuve,78,15512,"$165,000,000","$410,668,500"
Le Samouraï,1967,105,Crime,Thriller,Jean-Pierre Melville,78,1301,-,"$215,245"
Back to the Future Part II,1989,108,Adventure,Comedy,Robert Zemeckis,78,14266,"$40,000,000","$332,000,000"
Rififi,1955,118,Crime,Thriller,Jules Dassin,78,656,"$200,000","$460,000"
Brokeback Mountain,2005,134,Drama,Romance,Ang Lee,78,7716,"$14,000,000","$178,043,761"
Through a Glass Darkly,1961,91,Drama,,Ingmar Bergman,78,553,-,"$8,939"
Predator: Killer of Killers,2025,85,Animation,Action,Dan Trachtenberg,78,1320,-,-
A Moment to Remember,2004,117,Drama,Romance,John H. Lee,78,380,"$4,200,000",-
The Chaser,2008,125,Crime,Thriller,Na Hong-jin,78,1618,"$2,600,000","$35,800,000"
Godzilla vs. Destoroyah,1995,103,Action,Science Fiction,Takao Okawara,78,312,"$10,000,000","$18,000,000"
Letter from an Unknown Woman,1948,87,Drama,Romance,Max Ophüls,78,348,-,-
Io Capitano,2023,121,Adventure,Drama,Matteo Garrone,78,850,"$13,272,819",-
Whiplash,2013,18,Drama,Music,Damien Chazelle,78,430,-,-
Shrek,2001,90,Animation,Comedy,Vicky Jenson,78,19291,"$60,000,000","$489,676,241"
Close,2022,104,Drama,,Lukas Dhont,78,1066,-,"$3,129,968"
A Short Film About Love,1988,87,Drama,Romance,Krzysztof Kieślowski,78,428,-,-
Day for Night,1973,116,Comedy,Drama,François Truffaut,78,675,"$700,000","$850,000"
Luck,2022,105,Animation,Adventure,Peggy Holmes,78,2106,-,-
One Life,2023,109,History,Drama,James Hawes,78,989,-,"$51,437,352"
One Piece: Stampede,2019,101,Animation,Action,Takashi Otsuka,78,664,-,"$81,562,741"
Nostalgia,1983,124,Drama,Romance,Andrei Tarkovsky,78,621,"$875,000","$311,708"
The King of Comedy,1982,109,Drama,Comedy,Martin Scorsese,78,2656,"$19,000,000","$2,536,000"
Shelter,2026,107,Action,Crime,Ric Roman Waugh,78,1853,"$50,000,000","$53,933,639"
Luca,2021,95,Animation,Family,Enrico Casarosa,78,9122,"$200,000,000","$51,074,773"
One Hundred Steps,2000,114,Drama,History,Marco Tullio Giordana,78,746,-,"$3,000,000"
Do the Right Thing,1989,120,Drama,,Spike Lee,78,2073,"$6,500,000","$37,300,000"
The Girl Who Leapt Through Time,2006,98,Fantasy,Animation,Mamoru Hosoda,78,2302,-,"$3,478,290"
Straight Outta Compton,2015,147,Drama,Music,F. Gary Gray,78,4293,"$28,000,000","$201,634,991"
Forbidden Games,1952,87,Drama,War,René Clément,78,363,-,"$10,188"
Freaks,1932,64,Drama,Horror,Tod Browning,78,1334,"$310,607",-
Pan's Labyrinth,2006,118,Fantasy,Drama,Guillermo del Toro,78,11723,"$19,000,000","$83,258,226"
The Specials,2019,114,Comedy,Drama,Éric Toledano,78,1003,-,-
Zootopia,2016,109,Animation,Adventure,Rich Moore,78,18512,"$150,000,000","$1,025,521,689"
A Woman Under the Influence,1974,155,Drama,Romance,John Cassavetes,78,575,"$1,000,000","$12,200,000"
They Shall Not Grow Old,2018,99,Documentary,History,Peter Jackson,78,697,-,"$20,904,188"
The Dinner Game,1998,80,Comedy,,Francis Veber,78,2105,"$12,500,000","$78,599,508"
The Last Laugh,1924,90,Drama,,F. W. Murnau,78,364,-,-
Fanny and Alexander,1982,188,Fantasy,Drama,Ingmar Bergman,78,909,"$6,000,000","$6,800,000"
Wings of Desire,1987,128,Drama,Fantasy,Wim Wenders,78,1531,"$2,500,000","$3,548,590"
Ip Man,2008,106,Drama,Action,Wilson Yip,78,4238,"$11,700,000","$22,100,000"
Life of Brian,1979,94,Comedy,,Terry Jones,78,5091,"$4,000,000","$20,833,252"
Batman: Under the Red Hood,2010,75,Mystery,Crime,Brandon Vietti,78,1780,-,"$6,629,178"
Ponyo,2008,100,Animation,Fantasy,Hayao Miyazaki,78,4967,"$34,000,000","$202,404,009"
In the Arms of an Assassin,2019,101,Romance,Thriller,Matías Moltrasio,78,434,-,"$425,332"
Invisible Life,2019,140,Drama,,Karim Aïnouz,78,351,-,-
The King and the Mockingbird,1980,83,Animation,Family,Paul Grimault,78,423,-,-
Maudie,2016,115,Drama,Romance,Aisling Walsh,78,606,-,"$6,170,998"
All Quiet on the Western Front,1930,133,Drama,War,Lewis Milestone,78,966,"$1,448,864","$3,270,000"
Donnie Darko,2001,114,Fantasy,Drama,Richard Kelly,78,13734,"$4,500,000","$7,500,000"
The First Slam Dunk,2022,125,Animation,Comedy,Takehiko Inoue,78,564,-,"$258,000,000"
Solaris,1972,167,Drama,Science Fiction,Andrei Tarkovsky,78,1893,-,-
The Hateful Eight,2015,188,Drama,Mystery,Quentin Tarantino,78,15593,"$44,000,000","$155,760,117"
Polisse,2011,123,Drama,Crime,Maïwenn,78,1328,-,"$20,374,201"
All My Life,2020,93,Romance,Drama,Marc Meyers,77,521,"$25,000,000","$2,000,000"
Misery,1990,107,Drama,Thriller,Rob Reiner,78,5403,"$20,000,000","$61,300,000"
The Untouchables,1987,119,Crime,History,Brian De Palma,78,6318,"$25,000,000","$76,270,454"
Pressure,2026,101,Thriller,History,Anthony Maras,77,378,"$30,000,000","$20,245,995"
Ernest & Celestine,2012,80,Animation,Family,Vincent Patar,78,713,"$12,500,000","$8,170,333"
The Whale,2022,117,Drama,,Darren Aronofsky,78,4888,"$3,000,000","$57,615,635"
Shelter,2007,89,Drama,Romance,Jonah Markowitz,78,512,"$500,000","$142,666"
Tetris,2023,118,Thriller,History,Jon S. Baird,78,2020,-,-
Words on Bathroom Walls,2020,111,Drama,Romance,Thor Freudenthal,78,669,"$8,000,000","$3,151,849"
How to Train Your Dragon: The Hidden World,2019,104,Animation,Family,Dean DeBlois,78,7282,"$129,000,000","$539,987,993"
Amour,2012,127,Drama,Romance,Michael Haneke,78,1817,"$8,900,000","$29,800,000"
Stand and Deliver,1988,103,Drama,,Ramón Menéndez,78,480,"$1,600,000","$13,994,920"
A Matter of Life and Death,1946,104,Romance,Fantasy,Michael Powell,77,480,"$450,000","$1,750,000"
Emancipation,2022,132,Drama,War,Antoine Fuqua,78,1302,-,-
The Phantom Carriage,1921,108,Drama,Fantasy,Victor Sjöström,78,372,-,-
Rain Man,1988,134,Drama,,Barry Levinson,78,7314,"$25,000,000","$354,825,435"
Don't Be Bad,2015,102,Crime,Drama,Claudio Caligari,78,1057,-,-
Dreams,1990,119,Fantasy,Drama,Akira Kurosawa,78,592,"$12,000,000","$2,970,161"
A Walk to Remember,2002,102,Drama,Romance,Adam Shankman,77,4328,"$11,800,000","$47,494,916"
Train to Busan,2016,118,Action,Horror,Yeon Sang-ho,77,8720,"$8,500,000","$87,547,518"
A Man Called Otto,2022,126,Comedy,Drama,Marc Forster,77,3754,"$50,000,000","$113,360,085"
Don't Blame the Kid,2016,113,Comedy,Romance,Gustavo Loza,77,674,-,-
Platoon,1986,120,Drama,War,Oliver Stone,77,5271,"$6,000,000","$138,530,565"
The Chorus,2004,97,Drama,Comedy,Christophe Barratier,77,2663,"$5,300,000","$83,600,000"
The Best Years of Our Lives,1946,171,Drama,Romance,William Wyler,77,764,"$2,100,000","$23,650,000"
Scooby-Doo! Camp Scare,2010,72,Animation,Comedy,Ethan Spaulding,77,349,-,-
The Exorcist,1973,122,Horror,,William Friedkin,77,8863,"$11,000,000","$430,872,776"
Big Fish,2003,125,Adventure,Fantasy,Tim Burton,77,7934,"$70,000,000","$123,200,000"
Short Term 12,2013,96,Drama,,Destin Daniel Cretton,77,1451,"$1,000,000","$1,645,164"
Rush,2013,123,Drama,Action,Ron Howard,77,8030,"$38,000,000","$90,200,000"
The Diamond Arm,1969,94,Adventure,Comedy,Leonid Gaidai,77,346,-,"$2,258"
Dogville,2003,178,Crime,Drama,Lars von Trier,77,2769,"$10,000,000","$16,690,617"
Mystic River,2003,138,Thriller,Drama,Clint Eastwood,77,7671,"$25,000,000","$156,800,000"
Ali: Fear Eats the Soul,1974,93,Romance,Drama,Rainer Werner Fassbinder,77,464,"$130,000","$186,757"
All Quiet on the Western Front,2022,147,War,Drama,Edward Berger,77,4906,"$20,000,000",-
Touch of Evil,1958,111,Crime,Thriller,Orson Welles,77,1641,"$829,000","$2,247,500"
"Batman: The Dark Knight Returns, Part 1",2012,76,Science Fiction,Action,Jay Oliva,77,1741,"$3,500,000",-
Never Look Away,2018,188,Drama,Romance,Florian Henckel von Donnersmarck,77,772,"$18,000,000","$4,831,836"
Instructions Not Included,2013,122,Comedy,Drama,Eugenio Derbez,77,975,"$5,500,000","$99,067,206"
Partly Cloudy,2009,6,Animation,Family,Peter Sohn,77,1133,-,-
My Mom Is a Character,2013,84,Comedy,,André Pellenz,77,685,"$2,000,000","$20,552,094"
The Straight Story,1999,112,Drama,Adventure,David Lynch,77,1868,"$10,000,000","$6,418,028"
I Am Not Your Negro,2017,93,Documentary,,Raoul Peck,77,532,"$1,000,000","$7,123,919"
Fiddler on the Roof,1971,181,Drama,Romance,Norman Jewison,77,671,"$9,000,000","$83,304,330"
Citizenfour,2014,113,Documentary,,Laura Poitras,77,1443,-,"$3,003,169"
The Normal Heart,2014,133,Drama,,Ryan Murphy,77,929,-,-
Three Steps Above Heaven,2010,122,Romance,Drama,Fernando González Molina,77,3270,-,-
The Heist of the Century,2020,114,Comedy,Thriller,Ariel Winograd,77,863,-,"$7,627,100"
The King's Speech,2010,118,Drama,History,Tom Hooper,77,9506,"$15,000,000","$414,211,549"
Cool Hand Luke,1967,127,Drama,Crime,Stuart Rosenberg,77,1672,"$3,200,000","$16,217,773"
Nothing Left to Do But Cry,1984,112,Comedy,Fantasy,Massimo Troisi,77,1196,-,-
Harry Potter and the Deathly Hallows: Part 1,2010,146,Adventure,Fantasy,David Yates,77,20777,"$250,000,000","$954,305,868"
Marriage Story,2019,137,Drama,,Noah Baumbach,77,7548,"$18,000,000","$333,686"
"No manches, Frida",2016,100,Comedy,,Nacho G. Velilla,77,968,"$5,000,000","$23,500,000"
The Sound of Music,1965,174,Drama,Family,Robert Wise,77,3733,"$8,200,000","$286,214,286"
Batman Begins,2005,140,Drama,Crime,Christopher Nolan,77,23152,"$150,000,000","$374,218,673"
My Fault,2023,116,Drama,Romance,Domingo González,77,4188,-,-
Safety Last!,1923,73,Comedy,Romance,Sam Taylor,77,602,"$121,000","$1,500,000"
The Incredibles,2004,115,Action,Adventure,Brad Bird,77,19285,"$92,000,000","$631,442,092"
Slumdog Millionaire,2008,121,Drama,Romance,Danny Boyle,77,11575,"$15,000,000","$378,400,000"
The Summit of the Gods,2021,95,Animation,Adventure,Patrick Imbert,77,434,"$9,850,000","$1,756,552"
Jiro Dreams of Sushi,2011,82,Documentary,,David Gelb,77,797,-,"$2,550,508"
The King of Kong: A Fistful of Quarters,2007,83,Documentary,,Seth Gordon,77,513,-,"$790,128"
Hamnet,2025,125,Drama,Romance,Chloé Zhao,77,1604,"$30,000,000","$107,756,183"
Beauty and the Beast,1991,84,Romance,Family,Gary Trousdale,77,10881,"$25,000,000","$424,967,620"
Magnolia,1999,189,Drama,,Paul Thomas Anderson,77,4150,"$37,000,000","$48,451,803"
Big Hero 6,2014,102,Adventure,Family,Chris Williams,77,16907,"$165,000,000","$657,870,525"
Tune in for Love,2019,122,Romance,Drama,Jung Ji-woo,77,329,-,"$8,631,781"
Kwaidan,1965,183,Horror,Fantasy,Masaki Kobayashi,77,470,-,-
Mysterious Skin,2005,105,Drama,,Gregg Araki,77,1356,"$3,000,000","$2,148,548"
God's Own Country,2017,104,Romance,Drama,Francis Lee,77,1010,-,"$2,559,939"
Two Is a Family,2016,118,Drama,Comedy,Hugo Gélin,77,3074,-,"$1,447,740"
The Color Purple,1985,154,Drama,History,Steven Spielberg,77,2032,"$15,000,000","$146,300,000"
For Love and Gold,1966,120,Comedy,Adventure,Mario Monicelli,77,410,-,"$1,314,230"
Good Morning,1959,94,Comedy,Family,Yasujirō Ozu,77,329,-,-
Crooks in Clover,1963,111,Comedy,Crime,Georges Lautner,77,573,-,-
Edward Scissorhands,1990,105,Fantasy,Drama,Tim Burton,77,14028,"$20,000,000","$86,024,005"
Guy Ritchie's The Covenant,2023,123,War,Action,Guy Ritchie,77,3343,"$55,000,000","$21,948,551"
Cousins,2019,83,Comedy,Romance,Thiago Cazado,77,365,-,-
Kizumonogatari Part 1: Tekketsu,2016,63,Animation,Fantasy,Akiyuki Shinbo,77,322,-,"$6,319,100"
Deep Red,1975,127,Horror,Mystery,Dario Argento,77,1630,-,"$2,900,000"
The Fog of War,2003,107,Documentary,TV Movie,Errol Morris,77,307,-,-
Hotel Rwanda,2004,122,Drama,History,Terry George,77,3268,"$17,500,000","$38,000,000"
The Big Bad Fox and Other Tales,2017,83,Family,Animation,Benjamin Renner,77,323,"$3,000,000","$19,030,780"
Vampire Hunter D: Bloodlust,2001,103,Animation,Fantasy,Yoshiaki Kawajiri,77,844,-,"$151,086"
Cowboy Bebop: The Movie,2001,115,Action,Animation,Shinichiro Watanabe,77,1078,-,-
The Breakfast Club,1985,98,Comedy,Drama,John Hughes,77,8719,"$1,000,000","$51,530,442"
The Leopard,1963,186,Drama,,Luchino Visconti,77,974,-,-
Annie Hall,1977,93,Comedy,Drama,Woody Allen,77,4339,"$4,000,000","$43,989,445"
The Blues Brothers,1980,133,Music,Comedy,John Landis,77,4666,"$27,000,000","$115,229,890"
Accattone,1961,117,Drama,,Pier Paolo Pasolini,77,528,-,-
